Time (Hour),Node 0 (Apparent Power; Total),Node 0 (Apparent Power; Critical),Node 0 (Apparent Power; Remaining),Node 0 (Real Power; Total),Node 0 (Real Power; Critical),Node 0 (Real Power; Remaining),Node 0 (Reactive Power; Total),Node 0 (Reactive Power; Critical),Node 0 (Reactive Power; Remaining),Node 1 (Apparent Power; Total),Node 1 (Apparent Power; Critical),Node 1 (Apparent Power; Remaining),Node 1 (Real Power; Total),Node 1 (Real Power; Critical),Node 1 (Real Power; Remaining),Node 1 (Reactive Power; Total),Node 1 (Reactive Power; Critical),Node 1 (Reactive Power; Remaining),Node 2 (Apparent Power; Total),Node 2 (Apparent Power; Critical),Node 2 (Apparent Power; Remaining),Node 2 (Real Power; Total),Node 2 (Real Power; Critical),Node 2 (Real Power; Remaining),Node 2 (Reactive Power; Total),Node 2 (Reactive Power; Critical),Node 2 (Reactive Power; Remaining),Node 3 (Apparent Power; Total),Node 3 (Apparent Power; Critical),Node 3 (Apparent Power; Remaining),Node 3 (Real Power; Total),Node 3 (Real Power; Critical),Node 3 (Real Power; Remaining),Node 3 (Reactive Power; Total),Node 3 (Reactive Power; Critical),Node 3 (Reactive Power; Remaining),Node 4 (Apparent Power; Total),Node 4 (Apparent Power; Critical),Node 4 (Apparent Power; Remaining),Node 4 (Real Power; Total),Node 4 (Real Power; Critical),Node 4 (Real Power; Remaining),Node 4 (Reactive Power; Total),Node 4 (Reactive Power; Critical),Node 4 (Reactive Power; Remaining),Node 5 (Apparent Power; Total),Node 5 (Apparent Power; Critical),Node 5 (Apparent Power; Remaining),Node 5 (Real Power; Total),Node 5 (Real Power; Critical),Node 5 (Real Power; Remaining),Node 5 (Reactive Power; Total),Node 5 (Reactive Power; Critical),Node 5 (Reactive Power; Remaining),Node 6 (Apparent Power; Total),Node 6 (Apparent Power; Critical),Node 6 (Apparent Power; Remaining),Node 6 (Real Power; Total),Node 6 (Real Power; Critical),Node 6 (Real Power; Remaining),Node 6 (Reactive Power; Total),Node 6 (Reactive Power; Critical),Node 6 (Reactive Power; Remaining),Node 7 (Apparent Power; Total),Node 7 (Apparent Power; Critical),Node 7 (Apparent Power; Remaining),Node 7 (Real Power; Total),Node 7 (Real Power; Critical),Node 7 (Real Power; Remaining),Node 7 (Reactive Power; Total),Node 7 (Reactive Power; Critical),Node 7 (Reactive Power; Remaining)
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480911368,0.993684211,0.487227158,1.4068658,0.944,0.4628658,0.462414427,0.310277795,0.152136631,43.00315789,5.263157895,37.74,40.853,5,35.853,13.42773175,1.643420526,11.78431122,0.750385053,0.263157895,0.487227158,0.7128658,0.25,0.4628658,0.234307658,0.082171026,0.152136631,0.603368421,0.263157895,0.340210526,0.5732,0.25,0.3232,0.188401729,0.082171026,0.106230703
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583868,0.993684211,0.590183789,1.5046746,0.944,0.5606746,0.494562624,0.310277795,0.184284829,40.87668421,5.263157895,35.61352632,38.83285,5,33.83285,12.76374055,1.643420526,11.12032003,0.853341684,0.263157895,0.590183789,0.8106746,0.25,0.5606746,0.266455855,0.082171026,0.184284829,0.642578947,0.263157895,0.379421053,0.61045,0.25,0.36045,0.200645212,0.082171026,0.118474186
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667290737,0.993684211,0.673606526,1.5839262,0.944,0.6399262,0.520611366,0.310277795,0.21033357,38.91294737,5.263157895,33.64978947,36.9673,5,31.9673,12.15056392,1.643420526,10.5071434,0.936764421,0.263157895,0.673606526,0.8899262,0.25,0.6399262,0.292504597,0.082171026,0.21033357,0.712157895,0.263157895,0.449,0.67655,0.25,0.42655,0.222371231,0.082171026,0.140200205
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701587263,0.993684211,0.707903053,1.6165079,0.944,0.6725079,0.531320453,0.310277795,0.221042657,36.58110526,5.263157895,31.31794737,34.75205,5,29.75205,11.42244646,1.643420526,9.779025931,0.971060947,0.263157895,0.707903053,0.9225079,0.25,0.6725079,0.303213684,0.082171026,0.221042657,0.765,0.263157895,0.501842105,0.72675,0.25,0.47675,0.238871173,0.082171026,0.156700147
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687178421,0.993684211,0.693494211,1.6028195,0.944,0.6588195,0.526821293,0.310277795,0.216543498,33.18247368,5.263157895,27.91931579,31.52335,5,26.52335,10.36122409,1.643420526,8.717803561,0.956652105,0.263157895,0.693494211,0.9088195,0.25,0.6588195,0.298714524,0.082171026,0.216543498,0.810578947,0.263157895,0.547421053,0.77005,0.25,0.52005,0.253103195,0.082171026,0.170932169
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681802737,0.993684211,0.688118526,1.5977126,0.944,0.6537126,0.525142736,0.310277795,0.214864941,30.72968421,5.263157895,25.46652632,29.1932,5,24.1932,9.595340819,1.643420526,7.951920293,0.951276421,0.263157895,0.688118526,0.9037126,0.25,0.6537126,0.297035967,0.082171026,0.214864941,0.905473684,0.263157895,0.642315789,0.8602,0.25,0.6102,0.282734067,0.082171026,0.200563041
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649669158,0.993684211,0.655984947,1.5671857,0.944,0.6231857,0.515109029,0.310277795,0.204831234,29.37621053,5.263157895,24.11305263,27.9074,5,22.9074,9.172718797,1.643420526,7.529298271,0.919142842,0.263157895,0.655984947,0.8731857,0.25,0.6231857,0.28700226,0.082171026,0.204831234,0.956894737,0.263157895,0.693736842,0.90905,0.25,0.65905,0.298790286,0.082171026,0.21661926
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558850211,0.993684211,0.565166,1.4809077,0.944,0.5369077,0.486750822,0.310277795,0.176473027,26.27289474,5.263157895,21.00973684,24.95925,5,19.95925,8.203708752,1.643420526,6.560288226,0.828323895,0.263157895,0.565166,0.7869077,0.25,0.5369077,0.258644053,0.082171026,0.176473027,0.874,0.263157895,0.610842105,0.8303,0.25,0.5803,0.272906413,0.082171026,0.190735386
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435322947,0.993684211,0.441638737,1.3635568,0.944,0.4195568,0.448179447,0.310277795,0.137901651,22.99763158,5.263157895,17.73447368,21.84775,5,16.84775,7.181008159,1.643420526,5.537587633,0.704796632,0.263157895,0.441638737,0.6695568,0.25,0.4195568,0.220072678,0.082171026,0.137901651,0.754105263,0.263157895,0.490947368,0.7164,0.25,0.4664,0.235469293,0.082171026,0.153298267
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315221368,0.993684211,0.321537158,1.2494603,0.944,0.3054603,0.410677741,0.310277795,0.100399945,21.29631579,5.263157895,16.03315789,20.2315,5,15.2315,6.649772474,1.643420526,5.006351948,0.584695053,0.263157895,0.321537158,0.5554603,0.25,0.3054603,0.182570972,0.082171026,0.100399945,0.642684211,0.263157895,0.379526316,0.61055,0.25,0.36055,0.20067808,0.082171026,0.118507054
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243327579,0.993684211,0.249643368,1.1811612,0.944,0.2371612,0.388228912,0.310277795,0.077951117,20.52063158,5.263157895,15.25747368,19.4946,5,14.4946,6.407565157,1.643420526,4.764144631,0.512801263,0.263157895,0.249643368,0.4871612,0.25,0.2371612,0.160122143,0.082171026,0.077951117,0.549526316,0.263157895,0.286368421,0.52205,0.25,0.27205,0.171589537,0.082171026,0.089418511
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185775684,0.993684211,0.192091474,1.1264869,0.944,0.1824869,0.370258339,0.310277795,0.059980543,19.658,5.263157895,14.39484211,18.6751,5,13.6751,6.138208533,1.643420526,4.494788007,0.455249368,0.263157895,0.192091474,0.4324869,0.25,0.1824869,0.14215157,0.082171026,0.059980543,0.506578947,0.263157895,0.243421053,0.48125,0.25,0.23125,0.158179226,0.082171026,0.076008199
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156560947,0.993684211,0.162876737,1.0987329,0.944,0.1547329,0.36113604,0.310277795,0.050858245,19.27594737,5.263157895,14.01278947,18.31215,5,13.31215,6.018912637,1.643420526,4.375492111,0.426034632,0.263157895,0.162876737,0.4047329,0.25,0.1547329,0.133029271,0.082171026,0.050858245,0.479894737,0.263157895,0.216736842,0.4559,0.25,0.2059,0.149847084,0.082171026,0.067676057
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138576,0.993684211,0.144891789,1.0816472,0.944,0.1376472,0.355520242,0.310277795,0.045242447,19.21747368,5.263157895,13.95431579,18.2566,5,13.2566,6.000654235,1.643420526,4.357233709,0.408049684,0.263157895,0.144891789,0.3876472,0.25,0.1376472,0.127413473,0.082171026,0.045242447,0.458052632,0.263157895,0.194894737,0.43515,0.25,0.18515,0.143026888,0.082171026,0.060855862
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141374526,0.993684211,0.147690316,1.0843058,0.944,0.1403058,0.356394082,0.310277795,0.046116286,20.00252632,5.263157895,14.73936842,19.0024,5,14.0024,6.24578684,1.643420526,4.602366314,0.410848211,0.263157895,0.147690316,0.3903058,0.25,0.1403058,0.128287313,0.082171026,0.046116286,0.468105263,0.263157895,0.204947368,0.4447,0.25,0.1947,0.146165822,0.082171026,0.063994795
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167654632,0.993684211,0.173970421,1.1092719,0.944,0.1652719,0.364600042,0.310277795,0.054322247,23.75189474,5.263157895,18.48873684,22.5643,5,17.5643,7.416526754,1.643420526,5.773106229,0.437128316,0.263157895,0.173970421,0.4152719,0.25,0.1652719,0.136493273,0.082171026,0.054322247,0.476,0.263157895,0.212842105,0.4522,0.25,0.2022,0.148630952,0.082171026,0.066459926
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20744,0.993684211,0.213755789,1.147068,0.944,0.203068,0.377023019,0.310277795,0.066745224,29.40231579,5.263157895,24.13915789,27.9322,5,22.9322,9.180870163,1.643420526,7.537449637,0.476913684,0.263157895,0.213755789,0.453068,0.25,0.203068,0.14891625,0.082171026,0.066745224,0.517526316,0.263157895,0.254368421,0.49165,0.25,0.24165,0.16159754,0.082171026,0.079426514
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238291474,0.993684211,0.244607263,1.1763769,0.944,0.2323769,0.386656389,0.310277795,0.076378593,34.368,5.263157895,29.10484211,32.6496,5,27.6496,10.73140456,1.643420526,9.087984035,0.507765158,0.263157895,0.244607263,0.4823769,0.25,0.2323769,0.15854962,0.082171026,0.076378593,0.594052632,0.263157895,0.330894737,0.56435,0.25,0.31435,0.185492875,0.082171026,0.103321848
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218735579,0.993684211,0.225051368,1.1577988,0.944,0.2137988,0.380550063,0.310277795,0.070272267,39.70384211,5.263157895,34.44068421,37.71865,5,32.71865,12.39752072,1.643420526,10.7541002,0.488209263,0.263157895,0.225051368,0.4637988,0.25,0.2137988,0.152443294,0.082171026,0.070272267,0.680578947,0.263157895,0.417421053,0.64655,0.25,0.39655,0.212510708,0.082171026,0.130339682
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234418737,0.993684211,0.240734526,1.1726978,0.944,0.2286978,0.385447127,0.310277795,0.075169332,42.73142105,5.263157895,37.46826316,40.59485,5,35.59485,13.34288195,1.643420526,11.69946142,0.503892421,0.263157895,0.240734526,0.4786978,0.25,0.2286978,0.157340358,0.082171026,0.075169332,0.748789474,0.263157895,0.485631579,0.71135,0.25,0.46135,0.233809438,0.082171026,0.151638412
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261760105,0.993684211,0.268075895,1.1986721,0.944,0.2546721,0.393984467,0.310277795,0.083706671,43.67947368,5.263157895,38.41631579,41.4955,5,36.4955,13.63891129,1.643420526,11.99549076,0.531233789,0.263157895,0.268075895,0.5046721,0.25,0.2546721,0.165877698,0.082171026,0.083706671,0.751842105,0.263157895,0.488684211,0.71425,0.25,0.46425,0.234762622,0.082171026,0.152591596
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305630316,0.993684211,0.311946105,1.2403488,0.944,0.2963488,0.407682935,0.310277795,0.09740514,43.52652632,5.263157895,38.26336842,41.3502,5,36.3502,13.59115349,1.643420526,11.94773296,0.575104,0.263157895,0.311946105,0.5463488,0.25,0.2963488,0.179576166,0.082171026,0.09740514,0.744842105,0.263157895,0.481684211,0.7076,0.25,0.4576,0.232576873,0.082171026,0.150405847
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359251474,0.993684211,0.365567263,1.2912889,0.944,0.3472889,0.424426137,0.310277795,0.114148341,41.95915789,5.263157895,36.696,39.8612,5,34.8612,13.10174285,1.643420526,11.45832233,0.628725158,0.263157895,0.365567263,0.5972889,0.25,0.3472889,0.196319368,0.082171026,0.114148341,0.728789474,0.263157895,0.465631579,0.69235,0.25,0.44235,0.22756444,0.082171026,0.145393414
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414017053,0.993684211,0.420332842,1.3433162,0.944,0.3993162,0.441526683,0.310277795,0.131248888,42.82126316,5.263157895,37.55810526,40.6802,5,35.6802,13.37093514,1.643420526,11.72751461,0.683490737,0.263157895,0.420332842,0.6493162,0.25,0.3993162,0.213419914,0.082171026,0.131248888,0.725105263,0.263157895,0.461947368,0.68885,0.25,0.43885,0.226414046,0.082171026,0.14424302
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480911368,0.993684211,0.487227158,1.4068658,0.944,0.4628658,0.462414427,0.310277795,0.152136631,41.74468421,5.263157895,36.48152632,39.65745,5,34.65745,13.03477347,1.643420526,11.39135294,0.750385053,0.263157895,0.487227158,0.7128658,0.25,0.4628658,0.234307658,0.082171026,0.152136631,0.717052632,0.263157895,0.453894737,0.6812,0.25,0.4312,0.223899612,0.082171026,0.141728586
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583868,0.993684211,0.590183789,1.5046746,0.944,0.5606746,0.494562624,0.310277795,0.184284829,39.64552632,5.263157895,34.38236842,37.66325,5,32.66325,12.37931162,1.643420526,10.7358911,0.853341684,0.263157895,0.590183789,0.8106746,0.25,0.5606746,0.266455855,0.082171026,0.184284829,0.722,0.263157895,0.458842105,0.6859,0.25,0.4359,0.225444428,0.082171026,0.143273401
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667290737,0.993684211,0.673606526,1.5839262,0.944,0.6399262,0.520611366,0.310277795,0.21033357,36.94289474,5.263157895,31.67973684,35.09575,5,30.09575,11.53541518,1.643420526,9.891994658,0.936764421,0.263157895,0.673606526,0.8899262,0.25,0.6399262,0.292504597,0.082171026,0.21033357,0.749947368,0.263157895,0.486789474,0.71245,0.25,0.46245,0.234170991,0.082171026,0.151999964
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701587263,0.993684211,0.707903053,1.6165079,0.944,0.6725079,0.531320453,0.310277795,0.221042657,34.80636842,5.263157895,29.54321053,33.06605,5,28.06605,10.86828506,1.643420526,9.22486453,0.971060947,0.263157895,0.707903053,0.9225079,0.25,0.6725079,0.303213684,0.082171026,0.221042657,0.789526316,0.263157895,0.526368421,0.75005,0.25,0.50005,0.246529513,0.082171026,0.164358487
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687178421,0.993684211,0.693494211,1.6028195,0.944,0.6588195,0.526821293,0.310277795,0.216543498,32.33094737,5.263157895,27.06778947,30.7144,5,25.7144,10.09533508,1.643420526,8.451914554,0.956652105,0.263157895,0.693494211,0.9088195,0.25,0.6588195,0.298714524,0.082171026,0.216543498,0.799210526,0.263157895,0.536052632,0.75925,0.25,0.50925,0.249553407,0.082171026,0.167382381
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681802737,0.993684211,0.688118526,1.5977126,0.944,0.6537126,0.525142736,0.310277795,0.214864941,30.36773684,5.263157895,25.10457895,28.84935,5,23.84935,9.48232279,1.643420526,7.838902264,0.951276421,0.263157895,0.688118526,0.9037126,0.25,0.6537126,0.297035967,0.082171026,0.214864941,0.880736842,0.263157895,0.617578947,0.8367,0.25,0.5867,0.275009991,0.082171026,0.192838965
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649669158,0.993684211,0.655984947,1.5671857,0.944,0.6231857,0.515109029,0.310277795,0.204831234,28.50221053,5.263157895,23.23905263,27.0771,5,22.0771,8.899812384,1.643420526,7.256391858,0.919142842,0.263157895,0.655984947,0.8731857,0.25,0.6231857,0.28700226,0.082171026,0.204831234,0.947631579,0.263157895,0.684473684,0.90025,0.25,0.65025,0.295897866,0.082171026,0.213726839
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558850211,0.993684211,0.565166,1.4809077,0.944,0.5369077,0.486750822,0.310277795,0.176473027,25.78031579,5.263157895,20.51715789,24.4913,5,19.4913,8.049901025,1.643420526,6.406480499,0.828323895,0.263157895,0.565166,0.7869077,0.25,0.5369077,0.258644053,0.082171026,0.176473027,0.846526316,0.263157895,0.583368421,0.8042,0.25,0.5542,0.264327757,0.082171026,0.182156731
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435322947,0.993684211,0.441638737,1.3635568,0.944,0.4195568,0.448179447,0.310277795,0.137901651,22.60121053,5.263157895,17.33805263,21.47115,5,16.47115,7.057225725,1.643420526,5.413805199,0.704796632,0.263157895,0.441638737,0.6695568,0.25,0.4195568,0.220072678,0.082171026,0.137901651,0.750947368,0.263157895,0.487789474,0.7134,0.25,0.4634,0.234483241,0.082171026,0.152312214
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315221368,0.993684211,0.321537158,1.2494603,0.944,0.3054603,0.410677741,0.310277795,0.100399945,20.64594737,5.263157895,15.38278947,19.61365,5,14.61365,6.446695,1.643420526,4.803274474,0.584695053,0.263157895,0.321537158,0.5554603,0.25,0.3054603,0.182570972,0.082171026,0.100399945,0.650421053,0.263157895,0.387263158,0.6179,0.25,0.3679,0.203093909,0.082171026,0.120922882
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243327579,0.993684211,0.249643368,1.1811612,0.944,0.2371612,0.388228912,0.310277795,0.077951117,19.30463158,5.263157895,14.04147368,18.3394,5,13.3394,6.027869279,1.643420526,4.384448753,0.512801263,0.263157895,0.249643368,0.4871612,0.25,0.2371612,0.160122143,0.082171026,0.077951117,0.550842105,0.263157895,0.287684211,0.5233,0.25,0.2733,0.172000392,0.082171026,0.089829366
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185775684,0.993684211,0.192091474,1.1264869,0.944,0.1824869,0.370258339,0.310277795,0.059980543,18.88105263,5.263157895,13.61789474,17.937,5,12.937,5.895606795,1.643420526,4.252186269,0.455249368,0.263157895,0.192091474,0.4324869,0.25,0.1824869,0.14215157,0.082171026,0.059980543,0.490947368,0.263157895,0.227789474,0.4664,0.25,0.2164,0.153298267,0.082171026,0.07112724
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156560947,0.993684211,0.162876737,1.0987329,0.944,0.1547329,0.36113604,0.310277795,0.050858245,17.37694737,5.263157895,12.11378947,16.5081,5,11.5081,5.425950077,1.643420526,3.782529551,0.426034632,0.263157895,0.162876737,0.4047329,0.25,0.1547329,0.133029271,0.082171026,0.050858245,0.461473684,0.263157895,0.198315789,0.4384,0.25,0.1884,0.144095112,0.082171026,0.061924085
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138576,0.993684211,0.144891789,1.0816472,0.944,0.1376472,0.355520242,0.310277795,0.045242447,16.88436842,5.263157895,11.62121053,16.04015,5,11.04015,5.27214235,1.643420526,3.628721824,0.408049684,0.263157895,0.144891789,0.3876472,0.25,0.1376472,0.127413473,0.082171026,0.045242447,0.448105263,0.263157895,0.184947368,0.4257,0.25,0.1757,0.139920824,0.082171026,0.057749797
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141374526,0.993684211,0.147690316,1.0843058,0.944,0.1403058,0.356394082,0.310277795,0.046116286,17.31663158,5.263157895,12.05347368,16.4508,5,11.4508,5.407116477,1.643420526,3.763695952,0.410848211,0.263157895,0.147690316,0.3903058,0.25,0.1403058,0.128287313,0.082171026,0.046116286,0.436263158,0.263157895,0.173105263,0.41445,0.25,0.16445,0.136223127,0.082171026,0.054052101
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167654632,0.993684211,0.173970421,1.1092719,0.944,0.1652719,0.364600042,0.310277795,0.054322247,18.68873684,5.263157895,13.42557895,17.7543,5,12.7543,5.835556209,1.643420526,4.192135683,0.437128316,0.263157895,0.173970421,0.4152719,0.25,0.1652719,0.136493273,0.082171026,0.054322247,0.450052632,0.263157895,0.186894737,0.42755,0.25,0.17755,0.140528889,0.082171026,0.058357863
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20744,0.993684211,0.213755789,1.147068,0.944,0.203068,0.377023019,0.310277795,0.066745224,20.85221053,5.263157895,15.58905263,19.8096,5,14.8096,6.51110065,1.643420526,4.867680124,0.476913684,0.263157895,0.213755789,0.453068,0.25,0.203068,0.14891625,0.082171026,0.066745224,0.491105263,0.263157895,0.227947368,0.46655,0.25,0.21655,0.153347569,0.082171026,0.071176543
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238291474,0.993684211,0.244607263,1.1763769,0.944,0.2323769,0.386656389,0.310277795,0.076378593,22.24910526,5.263157895,16.98594737,21.13665,5,16.13665,6.947280892,1.643420526,5.303860366,0.507765158,0.263157895,0.244607263,0.4823769,0.25,0.2323769,0.15854962,0.082171026,0.076378593,0.565315789,0.263157895,0.302157895,0.53705,0.25,0.28705,0.176519799,0.082171026,0.094348772
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218735579,0.993684211,0.225051368,1.1577988,0.944,0.2137988,0.380550063,0.310277795,0.070272267,23.71889474,5.263157895,18.45573684,22.53295,5,17.53295,7.406222508,1.643420526,5.762801982,0.488209263,0.263157895,0.225051368,0.4637988,0.25,0.2137988,0.152443294,0.082171026,0.070272267,0.675947368,0.263157895,0.412789474,0.64215,0.25,0.39215,0.211064498,0.082171026,0.128893472
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234418737,0.993684211,0.240734526,1.1726978,0.944,0.2286978,0.385447127,0.310277795,0.075169332,25.97157895,5.263157895,20.70842105,24.673,5,19.673,8.109622927,1.643420526,6.466202401,0.503892421,0.263157895,0.240734526,0.4786978,0.25,0.2286978,0.157340358,0.082171026,0.075169332,0.724210526,0.263157895,0.461052632,0.688,0.25,0.438,0.226134664,0.082171026,0.143963638
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261760105,0.993684211,0.268075895,1.1986721,0.944,0.2546721,0.393984467,0.310277795,0.083706671,26.92226316,5.263157895,21.65910526,25.57615,5,20.57615,8.406473977,1.643420526,6.763053451,0.531233789,0.263157895,0.268075895,0.5046721,0.25,0.2546721,0.165877698,0.082171026,0.083706671,0.755789474,0.263157895,0.492631579,0.718,0.25,0.468,0.235995188,0.082171026,0.153824161
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305630316,0.993684211,0.311946105,1.2403488,0.944,0.2963488,0.407682935,0.310277795,0.09740514,27.33642105,5.263157895,22.07326316,25.9696,5,20.9696,8.535794738,1.643420526,6.892374212,0.575104,0.263157895,0.311946105,0.5463488,0.25,0.2963488,0.179576166,0.082171026,0.09740514,0.801526316,0.263157895,0.538368421,0.76145,0.25,0.51145,0.250276512,0.082171026,0.168105486
